ProductID,Price,Popularity,Description,Category,Brand
22069,1.4456756756756755,170,BROWN  PIRATE TREASURE CHEST ,Other,GenericBrand
22070,3.9697674418604647,511,SMALL RED RETROSPOT MUG IN BOX ,Other,Retrospot
22071,3.7165333333333335,351,SMALL WHITE RETROSPOT MUG IN BOX ,Other,Retrospot
22072,3.477368421052631,788,RED RETROSPOT TEA CUP AND SAUCER ,Other,Retrospot
22073,3.7059183673469387,286,RED RETROSPOT STORAGE JAR,Other,Retrospot
22074,1.2601369863013698,700,6 RIBBONS SHIMMERING PINKS ,Other,GenericBrand
22075,1.5407692307692307,854,6 RIBBONS ELEGANT CHRISTMAS ,Seasonal,GenericBrand
22076,1.438392857142857,986,6 RIBBONS EMPIRE  ,Other,GenericBrand
22077,1.7795212038303692,6832,6 RIBBONS RUSTIC CHARM,Other,GenericBrand
22078,2.1,808,RIBBON REEL LACE DESIGN ,Other,GenericBrand
22079,1.700131004366812,1461,RIBBON REEL HEARTS DESIGN ,HeartDecoration,GenericBrand
22080,1.65,827,RIBBON REEL POLKADOTS ,Other,GenericBrand
22081,1.7401098901098901,575,RIBBON REEL FLORA + FAUNA ,Other,GenericBrand
22082,1.6838643067846606,2215,RIBBON REEL STRIPES DESIGN ,Other,GenericBrand
22083,2.9568314606741573,3974,PAPER CHAIN KIT RETROSPOT,Party,Retrospot
22084,2.914516129032258,3642,PAPER CHAIN KIT EMPIRE,Party,GenericBrand
22085,2.9335616438356165,427,PAPER CHAIN KIT SKULLS ,Party,Skull
22086,2.9543198338525443,9500,PAPER CHAIN KIT 50'S CHRISTMAS ,Party,GenericBrand
22087,2.886603773584906,3126,PAPER BUNTING WHITE LACE,PartyDecor,GenericBrand
22088,2.910233918128655,1522,PAPER BUNTING COLOURED LACE,PartyDecor,GenericBrand
22089,2.9185792349726776,1213,PAPER BUNTING VINTAGE PAISLEY,PartyDecor,GenericBrand
22090,2.909946619217082,5349,PAPER BUNTING RETROSPOT,PartyDecor,Retrospot
22091,0.556953125,1426,EMPIRE TISSUE BOX,Other,GenericBrand
22092,0.5076136363636364,666,BLUE PAISLEY TISSUE BOX,Other,GenericBrand
22093,0.5275324675324675,1379,MOTORING TISSUE BOX,Other,GenericBrand
22094,0.5793959731543624,1476,RED RETROSPOT TISSUE BOX,Other,Retrospot
22095,0.6320952380952382,686,LADS ONLY TISSUE BOX,Other,GenericBrand
22096,0.5236607142857143,703,PINK PAISLEY SQUARE TISSUE BOX ,Other,GenericBrand
22097,0.5354411764705883,775,SWALLOW SQUARE TISSUE BOX,Other,GenericBrand
22098,0.673020134228188,1088,BOUDOIR SQUARE TISSUE BOX,Other,GenericBrand
22099,0.6134645669291339,1030,CARAVAN SQUARE TISSUE BOX,Other,GenericBrand
22100,0.6602857142857143,403,SKULLS SQUARE TISSUE BOX,Other,Skull
22101,2.0772727272727276,189,MIRROR MOSAIC VOTIVE HOLDER,Other,GenericBrand
22102,1.65,93,MIRROR MOSAIC T-LIGHT HOLDER ,Other,GenericBrand
22103,1.6246153846153844,59,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Other,GenericBrand
22104,1.45,55,MIRROR MOSAIC CANDLE PLATE,Other,GenericBrand
22105,4.25,26,MIRROR MOSAIC GOBLET CANDLE HOLDER,Other,GenericBrand
22106,6.459090909090909,45,MIRROR MOSAIC HURRICANE LAMP ,Other,GenericBrand
22107,3.538684210526316,270,PIZZA PLATE IN BOX,Other,GenericBrand
22108,2.855,101,PING! MICROWAVE PLATE,Other,GenericBrand
22109,3.8364417177914114,1044,FULL ENGLISH BREAKFAST PLATE,Other,GenericBrand
22110,2.577361963190184,615,BIRD HOUSE HOT WATER BOTTLE,Other,GenericBrand
22111,4.908231707317073,3023,SCOTTIE DOG HOT WATER BOTTLE,Other,GenericBrand
22112,4.886671469740634,3896,CHOCOLATE HOT WATER BOTTLE,Other,GenericBrand
22113,4.0343045112781954,2742,GREY HEART HOT WATER BOTTLE,HeartDecoration,GenericBrand
22114,4.216581532416503,2783,HOT WATER BOTTLE TEA AND SYMPATHY,Other,GenericBrand
22115,1.5195027624309394,1231,METAL SIGN EMPIRE TEA,Other,GenericBrand
22116,1.2246666666666666,445,METAL SIGN HIS DINNER IS SERVED,Other,GenericBrand
22117,2.795588235294118,246,METAL SIGN HER DINNER IS SERVED ,Other,GenericBrand
22118,4.172077922077922,216,JOY WOODEN BLOCK LETTERS,Other,GenericBrand
22119,6.019230769230769,339,PEACE WOODEN BLOCK LETTERS,Other,GenericBrand
22120,9.866331360946745,490,WELCOME  WOODEN BLOCK LETTERS,Other,GenericBrand
22121,5.91875,280,NOEL WOODEN BLOCK LETTERS ,Other,GenericBrand
22123,2.1576712328767123,442,PING MICROWAVE APRON,Other,GenericBrand
22124,2.2886956521739132,78,SET OF 2 TEA TOWELS PING MICROWAVE,Other,GenericBrand
22125,5.95,4,UNION JACK HOT WATER BOTTLE ,Other,GenericBrand
22127,1.25,282,PARTY CONES CARNIVAL ASSORTED,PartyDecor,GenericBrand
22128,1.247121212121212,863,PARTY CONES CANDY ASSORTED,PartyDecor,GenericBrand
22129,0.996875,458,PARTY CONES CANDY TREE DECORATION,PartyDecor,GenericBrand
22130,0.8499999999999999,1252,PARTY CONE CHRISTMAS DECORATION ,PartyDecor,GenericBrand
22131,2.0614772727272728,731,FOOD CONTAINER SET 3 LOVE HEART ,HeartDecoration,GenericBrand
22132,0.85975,611,RED LOVE HEART SHAPE CUP,HeartDecoration,GenericBrand
22133,0.8778571428571428,438,PINK LOVE HEART SHAPE CUP,HeartDecoration,GenericBrand
22134,0.46555555555555556,300,LADLE LOVE HEART RED ,HeartDecoration,GenericBrand
22135,0.46270833333333333,261,LADLE LOVE HEART PINK,HeartDecoration,GenericBrand
22136,1.646153846153846,236,LOVE HEART SOCK HANGER,HeartDecoration,GenericBrand
22137,2.913636363636364,68,BATHROOM SET LOVE HEART DESIGN,HeartDecoration,GenericBrand
22138,4.993960964408726,3492,BAKING SET 9 PIECE RETROSPOT ,Kitchen,Retrospot
22139,5.0004556354916065,3765,RETROSPOT TEA SET CERAMIC 11 PC ,Kitchen,Retrospot
22141,2.155619596541787,1823,CHRISTMAS CRAFT TREE TOP ANGEL,Party,GenericBrand
22142,1.4993902439024391,2639,CHRISTMAS CRAFT WHITE FAIRY ,Party,GenericBrand
22144,2.1519718309859157,2925,CHRISTMAS CRAFT LITTLE FRIENDS,Party,GenericBrand
22145,2.1,30,CHRISTMAS CRAFT HEART STOCKING ,HeartDecoration,GenericBrand
22146,1.95,1,EASTER CRAFT IVY WREATH WITH CHICK,Party,GenericBrand
22147,1.4674222222222222,3676,FELTCRAFT BUTTERFLY HEARTS,HeartDecoration,GenericBrand
22148,1.9425465838509317,1358,EASTER CRAFT 4 CHICKS ,Party,GenericBrand
22149,2.108879310344828,3123,FELTCRAFT 6 FLOWER FRIENDS,Party,GenericBrand
22150,1.9664619164619166,2623,3 STRIPEY MICE FELTCRAFT,Party,GenericBrand
22151,0.43531645569620253,4085,PLACE SETTING WHITE HEART,HeartDecoration,GenericBrand
22152,0.4331521739130435,1410,PLACE SETTING WHITE STAR,Other,GenericBrand
22153,0.42,313,ANGEL DECORATION STARS ON DRESS,Other,GenericBrand
22154,0.42,449,ANGEL DECORATION 3 BUTTONS ,Other,GenericBrand
22155,0.42,410,STAR DECORATION RUSTIC,Other,GenericBrand
22156,0.8643558282208588,1495,HEART DECORATION WITH PEARLS ,HeartDecoration,GenericBrand
22157,0.85,116,ANGEL DECORATION WITH LACE PADDED,Other,GenericBrand
22158,2.99093023255814,1762,3 HEARTS HANGING DECORATION RUSTIC,HeartDecoration,GenericBrand
22161,0.23693333333333333,2354,HEART DECORATION RUSTIC HANGING ,HeartDecoration,GenericBrand
22162,2.8548387096774195,97,HEART GARLAND RUSTIC PADDED,HeartDecoration,GenericBrand
22163,1.3715384615384616,553,HEART STRING MEMO HOLDER HANGING,HeartDecoration,GenericBrand
22164,2.9500000000000006,71,STRING OF STARS CARD HOLDER,Other,GenericBrand
22165,5.1863636363636365,92,"DIAMANTE HEART SHAPED WALL MIRROR, ",HeartDecoration,GenericBrand
22166,7.95,23,WALL MIRROR RECTANGLE DIAMANTE PINK,Other,GenericBrand
22167,9.696825396825396,116, OVAL WALL MIRROR DIAMANTE ,Other,GenericBrand
22168,8.39,127,ORGANISER WOOD ANTIQUE WHITE ,Other,GenericBrand
22169,8.334080267558528,937,FAMILY ALBUM WHITE PICTURE FRAME,Decor,GenericBrand
22170,6.666238938053097,869,PICTURE FRAME WOOD TRIPLE PORTRAIT,Decor,GenericBrand
22171,8.415801282051282,845,3 HOOK PHOTO SHELF ANTIQUE WHITE,Decor,GenericBrand
22173,3.071290322580645,1952,METAL 4 HOOK HANGER FRENCH CHATEAU,Other,GenericBrand
22174,1.7660389610389609,1035,PHOTO CUBE,Decor,GenericBrand
22175,2.95,597,PINK OWL SOFT TOY,Toys,GenericBrand
22176,2.9500000000000006,438,BLUE OWL SOFT TOY,Toys,GenericBrand
22178,1.4587275242047026,9033,VICTORIAN GLASS HANGING T-LIGHT,Other,GenericBrand
22179,6.702173913043478,645,SET 10 LIGHTS NIGHT OWL,Other,GenericBrand
22180,9.90944055944056,279,RETROSPOT LAMP,Other,Retrospot
22181,0.85,394,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,Decor,GenericBrand
22182,4.463157894736842,201,CAKE STAND VICTORIAN FILIGREE SMALL,Other,GenericBrand
22183,6.228947368421053,72,CAKE STAND VICTORIAN FILIGREE MED,Other,GenericBrand
22184,8.5,6,CAKE STAND VICTORIAN FILIGREE LARGE,Other,GenericBrand
22185,1.597244094488189,1282,SLATE TILE NATURAL HANGING,Other,GenericBrand
22186,2.3083471074380166,748,RED STAR CARD HOLDER,Other,GenericBrand
22187,2.591904761904762,999,GREEN CHRISTMAS TREE CARD HOLDER,Seasonal,GenericBrand
22188,3.917402597402597,703,BLACK HEART CARD HOLDER,HeartDecoration,GenericBrand
22189,3.9358730158730157,2241,CREAM HEART CARD HOLDER,HeartDecoration,GenericBrand
22190,1.8463829787234043,302,LOCAL CAFE MUG,Other,GenericBrand
22191,8.466584766584766,955,IVORY DINER WALL CLOCK,Home,GenericBrand
22192,8.457994186046513,885,BLUE DINER WALL CLOCK,Home,GenericBrand
22193,8.437410926365796,1214,RED DINER WALL CLOCK,Home,GenericBrand
22194,8.5,51,BLACK DINER WALL CLOCK,Home,GenericBrand
22195,1.7378571428571428,1535,LARGE HEART MEASURING SPOONS,HeartDecoration,GenericBrand
22196,0.8709842519685039,1982,SMALL HEART MEASURING SPOONS,HeartDecoration,GenericBrand
22197,0.8555409836065573,10703,SMALL POPCORN HOLDER,Other,GenericBrand
22198,1.6368852459016392,432,LARGE POPCORN HOLDER ,Other,GenericBrand
22199,3.81,375,FRYING PAN RED RETROSPOT,Other,Retrospot
22200,3.886883116883117,274,FRYING PAN PINK POLKADOT,Other,GenericBrand
22201,3.8095238095238093,106,FRYING PAN BLUE POLKADOT,Other,GenericBrand
22202,3.75,38,MILK PAN PINK POLKADOT,Other,GenericBrand
22203,3.560967741935484,308,MILK PAN RED RETROSPOT,Other,Retrospot
22204,3.371212121212121,91,MILK PAN BLUE POLKADOT,Other,GenericBrand
22207,4.48196261682243,628,FRYING PAN UNION FLAG,Other,GenericBrand
22208,0.9931862745098039,1126,WOOD STAMP SET THANK YOU,Other,GenericBrand
22209,0.9953278688524589,748,WOOD STAMP SET HAPPY BIRTHDAY,Other,GenericBrand
22210,0.9691034482758619,708,WOOD STAMP SET BEST WISHES,Other,GenericBrand
22211,0.9736434108527131,686,WOOD STAMP SET FLOWERS,Other,GenericBrand
22212,2.1111742424242426,1249,FOUR HOOK  WHITE LOVEBIRDS,HeartDecoration,GenericBrand
22214,2.3823809523809523,114,CANDLE PLATE LACE WHITE,Other,GenericBrand
22215,7.435164835164835,328,CAKE STAND WHITE TWO TIER LACE,Other,GenericBrand
22216,0.7368421052631579,279,T-LIGHT HOLDER WHITE LACE,Other,GenericBrand
22217,1.0063333333333333,522,T-LIGHT HOLDER HANGING LACE,Other,GenericBrand
22218,4.25,1,CAKE STAND LACE WHITE,Other,GenericBrand
22219,0.8615189873417722,2597,LOVEBIRD HANGING DECORATION WHITE ,HeartDecoration,GenericBrand
22220,8.548192771084338,191,CAKE STAND LOVEBIRD 2 TIER WHITE,HeartDecoration,GenericBrand
22221,9.157608695652174,122,CAKE STAND LOVEBIRD 2 TIER PINK,HeartDecoration,GenericBrand
22222,4.3074324324324325,752,CAKE PLATE LOVEBIRD WHITE,HeartDecoration,GenericBrand
22223,4.096511627906977,315,CAKE PLATE LOVEBIRD PINK,HeartDecoration,GenericBrand
22224,2.9059322033898307,683,WHITE LOVEBIRD LANTERN,HeartDecoration,GenericBrand
22227,0.6656424581005587,1727,HANGING HEART MIRROR DECORATION ,HeartDecoration,GenericBrand
22228,0.7016129032258065,801,BUNNY WOODEN PAINTED WITH BIRD ,Other,GenericBrand
22229,0.6730769230769231,493,BUNNY WOODEN PAINTED WITH FLOWER ,Other,GenericBrand
22230,0.6061666666666666,285,JIGSAW TREE WITH WATERING CAN,Other,GenericBrand
22231,0.9636752136752137,726,JIGSAW TREE WITH BIRDHOUSE,Other,GenericBrand
22232,0.9112121212121211,559,JIGSAW TOADSTOOLS 3 PIECE,Other,GenericBrand
22233,1.0497590361445783,471,JIGSAW RABBIT AND BIRDHOUSE,Other,GenericBrand
22236,10.95,132,CAKE STAND 3 TIER MAGIC GARDEN,Garden,Garden
22241,1.2488690476190476,1470,GARLAND WOODEN HAPPY EASTER,Other,GenericBrand
22242,1.65,213,5 HOOK HANGER MAGIC TOADSTOOL,Other,GenericBrand
22243,1.648019801980198,691,5 HOOK HANGER RED MAGIC TOADSTOOL,Other,GenericBrand
22244,1.9437499999999999,739,3 HOOK HANGER MAGIC GARDEN,Garden,Garden
22245,0.8474509803921568,497,"HOOK, 1 HANGER ,MAGIC GARDEN",Garden,Garden
22246,2.1856756756756757,266,"GARLAND, MAGIC GARDEN 1.8M",Garden,Garden
22247,0.8477966101694915,483,BUNNY DECORATION MAGIC GARDEN,Garden,Garden
22248,0.8472916666666667,362,DECORATION  PINK CHICK MAGIC GARDEN,Garden,Garden
22249,0.8483544303797468,625,DECORATION WHITE CHICK MAGIC GARDEN,Garden,Garden
22250,0.8477966101694915,443,DECORATION  BUTTERFLY  MAGIC GARDEN,Garden,Garden
22251,1.2475324675324675,502,BIRDHOUSE DECORATION MAGIC GARDEN,Garden,Garden
22252,1.2416176470588236,475,BIRDCAGE DECORATION TEALIGHT HOLDER,Other,GenericBrand
22254,1.25,402,FELT TOADSTOOL LARGE,Other,GenericBrand
22255,0.8499999999999999,446,FELT TOADSTOOL  SMALL,Other,GenericBrand
22256,1.25,257,FELT FARM ANIMAL CHICKEN,Other,GenericBrand
22257,1.25,91,FELT FARM ANIMAL SHEEP,Other,GenericBrand
22258,1.25,283,FELT FARM ANIMAL RABBIT,Other,GenericBrand
22259,1.25,96,FELT FARM ANIMAL HEN,Other,GenericBrand
22260,0.9124,358,FELT EGG COSY BLUE RABBIT ,Other,GenericBrand
22261,0.8921621621621622,510,FELT EGG COSY WHITE RABBIT ,Other,GenericBrand
22262,0.866421052631579,807,FELT EGG COSY CHICKEN,Other,GenericBrand
22263,0.99625,63,FELT EGG COSY LADYBIRD ,Other,GenericBrand
22264,0.85,287,FELT FARM ANIMAL WHITE BUNNY ,Other,GenericBrand
22265,0.65,462,EASTER DECORATION NATURAL CHICK,Other,GenericBrand
22266,0.4924657534246576,532,EASTER DECORATION HANGING BUNNY,Other,GenericBrand
22267,0.9827027027027027,564,EASTER DECORATION EGG BUNNY ,Other,GenericBrand
22268,0.6662025316455695,491,EASTER DECORATION SITTING BUNNY,Other,GenericBrand
22269,0.9332183908045977,760,EGG CUP NATURAL CHICKEN,Other,GenericBrand
22270,3.742173913043478,155,HAPPY EASTER HANGING DECORATION,Other,GenericBrand
22271,2.978932806324111,1256,FELTCRAFT DOLL ROSIE,Party,GenericBrand
22272,2.95,145,FELTCRAFT DOLL MARIA,Party,GenericBrand
22273,2.9869230769230772,1337,FELTCRAFT DOLL MOLLY,Party,GenericBrand
22274,2.9980701754385968,999,FELTCRAFT DOLL EMILY,Party,GenericBrand
22276,2.55,246,WASH BAG VINTAGE ROSE PAISLEY,Other,GenericBrand
22277,2.230967741935484,255,COSMETIC BAG VINTAGE ROSE PAISLEY,Other,GenericBrand
22278,4.95,237,OVERNIGHT BAG VINTAGE ROSE PAISLEY,Other,GenericBrand
22279,1.2752083333333333,356,POCKET BAG BLUE PAISLEY RED SPOT,Other,GenericBrand
22280,1.3670967741935485,176,POCKET BAG PINK PAISELY BROWN SPOT,Other,GenericBrand
22281,5.95,108,EASTER TREE YELLOW BIRDS,Other,GenericBrand
22282,10.95,8,12 EGG HOUSE PAINTED WOOD,Other,GenericBrand
22283,7.95,251,6 EGG HOUSE PAINTED WOOD,Other,GenericBrand
22284,1.6499999999999997,801,HEN HOUSE DECORATION,Other,GenericBrand
22285,1.65,785,"DECORATION HEN ON NEST, HANGING",Other,GenericBrand
22286,1.1292,713,"DECORATION , WOBBLY RABBIT , METAL ",Other,GenericBrand
22287,1.1689090909090907,520,"DECORATION , WOBBLY CHICKEN, METAL ",Other,GenericBrand
22288,1.25,404,HANGING METAL RABBIT DECORATION,Other,GenericBrand
22289,1.25,122,HANGING METAL CHICKEN DECORATION,Other,GenericBrand
22291,1.45,1095,HANGING CHICK CREAM DECORATION,Other,GenericBrand
22292,1.45,749,HANGING CHICK  YELLOW DECORATION,Other,GenericBrand
22293,1.45,769,HANGING CHICK GREEN DECORATION,Other,GenericBrand
22294,1.2467099567099567,3360,HEART FILIGREE DOVE  SMALL,HeartDecoration,GenericBrand
22295,1.6724761904761902,2059,HEART FILIGREE DOVE LARGE,HeartDecoration,GenericBrand
22296,1.6596402877697842,2606,HEART IVORY TRELLIS LARGE,HeartDecoration,GenericBrand
22297,1.259622641509434,2632,HEART IVORY TRELLIS SMALL,HeartDecoration,GenericBrand
22299,1.2213333333333334,496,PIG KEYRING WITH LIGHT & SOUND ,Other,GenericBrand
22300,2.543877551020408,991,COFFEE MUG DOG + BALL DESIGN,Other,GenericBrand
22301,2.530748663101604,1258,COFFEE MUG CAT + BIRD DESIGN,Other,GenericBrand
22302,2.5297395833333334,1771,COFFEE MUG PEARS  DESIGN,Other,GenericBrand
22303,2.5239830508474577,2150,COFFEE MUG APPLES DESIGN,Other,GenericBrand
22304,2.6449999999999996,306,COFFEE MUG BLUE PAISLEY DESIGN,Other,GenericBrand
22305,2.7181395348837207,251,COFFEE MUG PINK PAISLEY DESIGN,Other,GenericBrand
22306,1.1542307692307694,1061,SILVER MUG BONE CHINA TREE OF LIFE,Other,GenericBrand
22307,1.157910447761194,690,GOLD MUG BONE CHINA TREE OF LIFE,Other,GenericBrand
22308,2.8254285714285716,95,TEA COSY BLUE STRIPE,Other,GenericBrand
22309,2.664761904761905,192,TEA COSY RED  STRIPE,Other,GenericBrand
22310,1.81,281,IVORY KNITTED MUG COSY ,Other,GenericBrand
22311,3.1882608695652173,346,OFFICE MUG WARMER BLACK+SILVER ,Other,GenericBrand
22312,3.015894736842105,497,OFFICE MUG WARMER POLKADOT,Other,GenericBrand
22313,2.8470909090909093,298,OFFICE MUG WARMER PINK,Other,GenericBrand
22314,3.0381250000000004,514,OFFICE MUG WARMER CHOC+BLUE,Other,GenericBrand
22315,1.25,435,200 RED + WHITE BENDY STRAWS,Other,GenericBrand
22316,1.25,156,200 BENDY SKULL STRAWS,Other,Skull
22317,3.0751282051282054,171,FIVE CATS HANGING DECORATION,Other,GenericBrand
22318,2.941304347826087,389,FIVE HEART HANGING DECORATION,HeartDecoration,GenericBrand
22319,0.5876271186440678,956,HAIRCLIPS FORTIES FABRIC ASSORTED,Other,GenericBrand
22320,5.95,172,BIRDS MOBILE VINTAGE DESIGN,Other,GenericBrand
22321,0.85,735,BIRD DECORATION RED RETROSPOT,Other,Retrospot
22322,0.85,378,BIRD DECORATION GREEN POLKADOT,Other,GenericBrand
22323,1.95,1,PINK POLKADOT KIDS BAG,Toys,GenericBrand
22324,2.4762068965517243,180,BLUE POLKADOT KIDS BAG,Toys,GenericBrand
22325,4.9390625,139,MOBILE VINTAGE HEARTS ,HeartDecoration,GenericBrand
22326,2.964947368421053,3715,ROUND SNACK BOXES SET OF4 WOODLAND ,Other,GenericBrand
22327,2.95,570,ROUND SNACK BOXES SET OF 4 SKULLS,Other,Skull
22328,2.950984340044743,2726,ROUND SNACK BOXES SET OF 4 FRUITS ,Other,GenericBrand
22329,1.65,841,ROUND CONTAINER SET OF 5 RETROSPOT,Other,Retrospot
22331,1.6746616541353383,902,WOODLAND PARTY BAG + STICKER SET,PartyDecor,GenericBrand
22332,1.65,683,SKULLS PARTY BAG + STICKER SET,PartyDecor,Skull
22333,1.6635537190082643,1857,RETROSPOT PARTY BAG + STICKER SET,PartyDecor,Retrospot
22334,1.668222222222222,540,DINOSAUR PARTY BAG + STICKER SET,PartyDecor,GenericBrand
22335,0.6631147540983607,1154,HEART DECORATION PAINTED ZINC ,HeartDecoration,GenericBrand
22336,0.558,292,DOVE DECORATION PAINTED ZINC ,Other,GenericBrand
22337,0.6923076923076923,347,ANGEL DECORATION PAINTED ZINC ,Other,GenericBrand
22338,0.3648314606741573,890,STAR DECORATION PAINTED ZINC ,Other,GenericBrand
22339,0.30333333333333334,332,CHRISTMAS TREE PAINTED ZINC ,Seasonal,GenericBrand
22340,0.46483870967741936,968,NOEL GARLAND PAINTED ZINC ,Other,GenericBrand
22341,1.809,357,LOVE GARLAND PAINTED ZINC ,HeartDecoration,GenericBrand
22342,1.0,701,HOME GARLAND PAINTED ZINC ,Other,GenericBrand
22343,0.5794545454545454,868,PARTY PIZZA DISH RED RETROSPOT,PartyDecor,Retrospot
22344,0.6223809523809524,590,PARTY PIZZA DISH PINK POLKADOT,PartyDecor,GenericBrand
22345,0.591,495,PARTY PIZZA DISH BLUE POLKADOT,PartyDecor,GenericBrand
22346,0.5858620689655172,402,PARTY PIZZA DISH GREEN POLKADOT,PartyDecor,GenericBrand
22348,0.8688709677419354,2481,TEA BAG PLATE RED RETROSPOT,Other,Retrospot
22349,3.769913043478261,498,DOG BOWL CHASING BALL DESIGN,Other,GenericBrand
22350,2.551573033707865,467,ILLUSTRATED CAT BOWL ,Other,GenericBrand
22351,1.65,12,DOTCOMGIFTSHOP TEA TOWEL,Other,GenericBrand
22352,2.5804100946372235,1572,LUNCH BOX WITH CUTLERY RETROSPOT ,Other,Retrospot
22353,2.55,60,LUNCH BOX WITH CUTLERY FAIRY CAKES ,Other,GenericBrand
22354,3.8153125,579,RETROSPOT PADDED SEAT CUSHION,Other,Retrospot
22355,0.85975,5047,CHARLOTTE BAG SUKI DESIGN,Other,GenericBrand
22356,0.8696226415094339,3863,CHARLOTTE BAG PINK POLKADOT,Other,GenericBrand
22357,4.2095789473684215,306,KINGS CHOICE BISCUIT TIN,Other,GenericBrand
22358,2.9963157894736847,398,KINGS CHOICE TEA CADDY ,Other,GenericBrand
22359,2.9943750000000002,158,GLASS JAR KINGS CHOICE,Other,GenericBrand
22360,3.002564102564103,524,GLASS JAR ENGLISH CONFECTIONERY,Other,GenericBrand
22361,2.9375968992248067,405,GLASS JAR DAISY FRESH COTTON WOOL,Other,GenericBrand
22362,3.0152873563218394,196,GLASS JAR PEACOCK BATH SALTS,Other,GenericBrand
22363,2.9840000000000004,203,GLASS JAR MARMALADE ,Other,GenericBrand
22364,2.9844444444444442,353,GLASS JAR DIGESTIVE BISCUITS,Other,GenericBrand
22365,7.824193548387097,478,DOORMAT RESPECTABLE HOUSE,Other,GenericBrand
22366,7.822721518987342,545,DOORMAT AIRMAIL ,Other,GenericBrand
22367,1.9994331065759636,2250,CHILDRENS APRON SPACEBOY DESIGN,Toys,GenericBrand
22371,4.361128404669261,764,AIRLINE BAG VINTAGE TOKYO 78,Other,GenericBrand
22372,4.317450980392157,220,AIRLINE BAG VINTAGE WORLD CHAMPION ,Other,GenericBrand
22374,4.262125,441,AIRLINE BAG VINTAGE JET SET RED,Other,GenericBrand
22375,4.234375,250,AIRLINE BAG VINTAGE JET SET BROWN,Other,GenericBrand
22376,4.290952380952381,191,AIRLINE BAG VINTAGE JET SET WHITE,Other,GenericBrand
22377,1.9727184466019416,709,BOTTLE BAG RETROSPOT ,Other,Retrospot
22378,1.8948958333333332,789,WALL TIDY RETROSPOT ,Other,Retrospot
22379,2.14520942408377,2359,RECYCLING BAG RETROSPOT ,Other,Retrospot
22380,2.1319095477386933,965,TOY TIDY SPACEBOY  ,Toys,GenericBrand
22381,2.142607142857143,1390,TOY TIDY PINK POLKADOT,Toys,GenericBrand
22382,1.6599082568807337,7186,LUNCH BAG SPACEBOY DESIGN ,Bag,GenericBrand
22383,1.6567175572519084,8280,LUNCH BAG SUKI  DESIGN ,Bag,GenericBrand
22384,1.6573786407766988,7024,LUNCH BAG PINK POLKADOT,Bag,GenericBrand
22385,2.0539823008849556,3365,JUMBO BAG SPACEBOY DESIGN,Other,GenericBrand
22386,2.047759699624531,6762,JUMBO BAG PINK POLKADOT,Other,GenericBrand
22389,1.9854285714285713,229,PAPERWEIGHT SAVE THE PLANET,Other,GenericBrand
22390,2.408620689655172,199,PAPERWEIGHT CHILDHOOD MEMORIES,Toys,GenericBrand
22391,1.5977777777777777,146,PAPERWEIGHT HOME SWEET HOME,Other,GenericBrand
22393,2.0302,385,PAPERWEIGHT VINTAGE COLLAGE,Other,GenericBrand
22394,1.72,106,PAPERWEIGHT KINGS CHOICE ,Other,GenericBrand
22395,1.3153333333333335,134,PAPERWEIGHT VINTAGE PAISLEY,Other,GenericBrand
22396,0.6438095238095237,834,MAGNETS PACK OF 4 RETRO PHOTO,Decor,GenericBrand
22398,0.6426991150442478,2142,MAGNETS PACK OF 4 SWALLOWS,Other,GenericBrand
22399,1.25,572,MAGNETS PACK OF 4 CHILDHOOD MEMORY,Toys,GenericBrand
22400,0.5887323943661973,1121,MAGNETS PACK OF 4 HOME SWEET HOME,Other,GenericBrand
22402,0.6289855072463768,1131,MAGNETS PACK OF 4 VINTAGE COLLAGE,Other,GenericBrand
22403,0.60725,808,MAGNETS PACK OF 4 VINTAGE LABELS ,Other,GenericBrand
22405,1.1214545454545455,344,MONEY BOX POCKET MONEY DESIGN,Other,GenericBrand
22406,1.2161538461538461,318,MONEY BOX KINGS CHOICE DESIGN,Other,GenericBrand
22407,1.2278260869565216,93,MONEY BOX FIRST ADE DESIGN,Other,GenericBrand
22408,1.1877272727272727,136,MONEY BOX CONFECTIONERY DESIGN,Other,GenericBrand
22409,1.25,215,MONEY BOX BISCUITS DESIGN,Other,GenericBrand
22410,1.1454347826086957,223,MONEY BOX HOUSEKEEPING DESIGN,Other,GenericBrand
22411,2.051719576719577,5868,JUMBO SHOPPER VINTAGE RED PAISLEY,Other,GenericBrand
22412,2.097787610619469,656,METAL SIGN NEIGHBOURHOOD WITCH ,Other,GenericBrand
22413,2.9665714285714286,1545,METAL SIGN TAKE IT OR LEAVE IT ,Other,GenericBrand
22414,7.647846153846154,143,DOORMAT NEIGHBOURHOOD WITCH ,Other,GenericBrand
22415,7.950000000000001,19,WHITE TISSUE REAM,Other,GenericBrand
22416,1.45,412,SET OF 36 DOILIES SPACEBOY DESIGN ,Other,GenericBrand
22417,0.5587305699481866,4451,PACK OF 60 SPACEBOY CAKE CASES,Other,GenericBrand
22418,0.8782352941176471,3846,10 COLOUR SPACEBOY PEN,Other,GenericBrand
22419,0.45346938775510204,1405,LIPSTICK PEN RED,Other,GenericBrand
22420,0.4875641025641026,552,LIPSTICK PEN BABY PINK,Other,GenericBrand
